Source,Target,Weight,Coefficient
c110,c74,1,1.0
c110,c83,1,1.0
c110,c92,1,1.0
c110,c57,1,1.0
c110,c147,5,1.0
c110,c201,5,1.0
c110,c66,1,1.0
c110,c75,1,1.0
c110,c84,1,1.0
c110,c93,1,1.0
c110,c58,1,1.0
c110,c148,5,1.0
c110,c202,5,1.0
c110,c67,1,1.0
c110,c76,1,1.0
c110,c85,1,1.0
c110,c94,1,1.0
c110,c59,1,1.0
c110,c149,5,1.0
c110,c203,5,1.0
c110,c68,1,1.0
c110,c77,1,1.0
c110,c86,1,1.0
c110,c95,1,1.0
c117,minobj,45,1.0
c117,c6,9,1.0
c117,c31,9,1.0
c117,c51,1,1.0
c117,c150,5,1.0
c117,c195,5,1.0
c117,c7,9,1.0
c117,c32,9,1.0
c117,c60,1,1.0
c117,c8,9,1.0
c117,c33,9,1.0
c117,c69,1,1.0
c117,c9,9,1.0
c117,c34,9,1.0
c117,c78,1,1.0
c117,c10,9,1.0
c117,c35,9,1.0
c117,c87,1,1.0
c117,c52,1,1.0
c117,c151,5,1.0
c117,c196,5,1.0
c117,c61,1,1.0
c117,c70,1,1.0
c117,c79,1,1.0
c117,c88,1,1.0
c117,c53,1,1.0
c117,c152,5,1.0
c117,c197,5,1.0
c117,c62,1,1.0
c117,c71,1,1.0
c117,c80,1,1.0
c117,c89,1,1.0
c117,c54,1,1.0
c117,c153,5,1.0
c117,c198,5,1.0
c117,c63,1,1.0
c117,c72,1,1.0
c117,c81,1,1.0
c117,c90,1,1.0
c117,c55,1,1.0
c117,c154,5,1.0
c117,c199,5,1.0
c117,c64,1,1.0
c117,c73,1,1.0
c117,c82,1,1.0
c117,c91,1,1.0
c117,c56,1,1.0
c117,c155,5,1.0
c117,c200,5,1.0
c117,c65,1,1.0
c117,c74,1,1.0
c117,c83,1,1.0
c117,c92,1,1.0
c117,c57,1,1.0
c117,c156,5,1.0
c117,c201,5,1.0
c117,c66,1,1.0
c117,c75,1,1.0
c117,c84,1,1.0
c117,c93,1,1.0
c117,c58,1,1.0
c117,c157,5,1.0
c117,c202,5,1.0
c117,c67,1,1.0
c117,c76,1,1.0
c117,c85,1,1.0
c117,c94,1,1.0
c117,c59,1,1.0
c117,c158,5,1.0
c117,c203,5,1.0
c117,c68,1,1.0
c117,c77,1,1.0
c117,c86,1,1.0
c117,c95,1,1.0
c123,minobj,45,1.0
c123,c11,9,1.0
c123,c31,9,1.0
c123,c51,1,1.0
c123,c159,5,1.0
c123,c195,5,1.0
c123,c12,9,1.0
c123,c32,9,1.0
c123,c60,1,1.0
c123,c13,9,1.0
c123,c33,9,1.0
c123,c69,1,1.0
c123,c14,9,1.0
c123,c34,9,1.0
c123,c78,1,1.0
c123,c15,9,1.0
c123,c35,9,1.0
c123,c87,1,1.0
c123,c52,1,1.0
c123,c160,5,1.0
c123,c196,5,1.0
c123,c61,1,1.0
c123,c70,1,1.0
c123,c79,1,1.0
c123,c88,1,1.0
c123,c53,1,1.0
c123,c161,5,1.0
c123,c197,5,1.0
c123,c62,1,1.0
c123,c71,1,1.0
c123,c80,1,1.0
c123,c89,1,1.0
c123,c54,1,1.0
c123,c162,5,1.0
c123,c198,5,1.0
c123,c63,1,1.0
c123,c72,1,1.0
c123,c81,1,1.0
c123,c90,1,1.0
c123,c55,1,1.0
c123,c163,5,1.0
c123,c199,5,1.0
c123,c64,1,1.0
c123,c73,1,1.0
c123,c82,1,1.0
c123,c91,1,1.0
c123,c56,1,1.0
c123,c164,5,1.0
c123,c200,5,1.0
c123,c65,1,1.0
c123,c74,1,1.0
c123,c83,1,1.0
c123,c92,1,1.0
c123,c57,1,1.0
c123,c165,5,1.0
c123,c201,5,1.0
c123,c66,1,1.0
c123,c75,1,1.0
c123,c84,1,1.0
c123,c93,1,1.0
c123,c58,1,1.0
c123,c166,5,1.0
c123,c202,5,1.0
c123,c67,1,1.0
c123,c76,1,1.0
c123,c85,1,1.0
c123,c94,1,1.0
c123,c59,1,1.0
c123,c167,5,1.0
c123,c203,5,1.0
c123,c68,1,1.0
c123,c77,1,1.0
c123,c86,1,1.0
c123,c95,1,1.0
c128,minobj,45,1.0
c128,c16,9,1.0
c128,c31,9,1.0
c128,c51,1,1.0
c128,c168,5,1.0
c128,c195,5,1.0
c128,c17,9,1.0
c128,c32,9,1.0
c128,c60,1,1.0
c128,c18,9,1.0
c128,c33,9,1.0
c128,c69,1,1.0
c128,c19,9,1.0
c128,c34,9,1.0
c128,c78,1,1.0
c128,c20,9,1.0
c128,c35,9,1.0
c128,c87,1,1.0
c128,c52,1,1.0
c128,c169,5,1.0
c128,c196,5,1.0
c128,c61,1,1.0
c128,c70,1,1.0
c128,c79,1,1.0
c128,c88,1,1.0
c128,c53,1,1.0
c128,c170,5,1.0
c128,c197,5,1.0
c128,c62,1,1.0
c128,c71,1,1.0
c128,c80,1,1.0
c128,c89,1,1.0
c128,c54,1,1.0
c128,c171,5,1.0
c128,c198,5,1.0
c128,c63,1,1.0
c128,c72,1,1.0
c128,c81,1,1.0
c128,c90,1,1.0
c128,c55,1,1.0
c128,c172,5,1.0
c128,c199,5,1.0
c128,c64,1,1.0
c128,c73,1,1.0
c128,c82,1,1.0
c128,c91,1,1.0
c128,c56,1,1.0
c128,c173,5,1.0
c128,c200,5,1.0
c128,c65,1,1.0
c128,c74,1,1.0
c128,c83,1,1.0
c128,c92,1,1.0
c128,c57,1,1.0
c128,c174,5,1.0
c128,c201,5,1.0
c128,c66,1,1.0
c128,c75,1,1.0
c128,c84,1,1.0
c128,c93,1,1.0
c128,c58,1,1.0
c128,c175,5,1.0
c128,c202,5,1.0
c128,c67,1,1.0
c128,c76,1,1.0
c128,c85,1,1.0
c128,c94,1,1.0
c128,c59,1,1.0
c128,c176,5,1.0
c128,c203,5,1.0
c128,c68,1,1.0
c128,c77,1,1.0
c128,c86,1,1.0
c128,c95,1,1.0
c132,minobj,45,1.0
c132,c21,9,1.0
c132,c31,9,1.0
c132,c51,1,1.0
c132,c177,5,1.0
c132,c195,5,1.0
c132,c22,9,1.0
c132,c32,9,1.0
c132,c60,1,1.0
c132,c23,9,1.0
c132,c33,9,1.0
c132,c69,1,1.0
c132,c24,9,1.0
c132,c34,9,1.0
c132,c78,1,1.0
c132,c25,9,1.0
c132,c35,9,1.0
c132,c87,1,1.0
c132,c52,1,1.0
c132,c178,5,1.0
c132,c196,5,1.0
c132,c61,1,1.0
c132,c70,1,1.0
c132,c79,1,1.0
c132,c88,1,1.0
c132,c53,1,1.0
c132,c179,5,1.0
c132,c197,5,1.0
c132,c62,1,1.0
c132,c71,1,1.0
c132,c80,1,1.0
c132,c89,1,1.0
c132,c54,1,1.0
c132,c180,5,1.0
c132,c198,5,1.0
c132,c63,1,1.0
c132,c72,1,1.0
c132,c81,1,1.0
c132,c90,1,1.0
c132,c55,1,1.0
c132,c181,5,1.0
c132,c199,5,1.0
c132,c64,1,1.0
c132,c73,1,1.0
c132,c82,1,1.0
c132,c91,1,1.0
c132,c56,1,1.0
c132,c182,5,1.0
c132,c200,5,1.0
c132,c65,1,1.0
c132,c74,1,1.0
c132,c83,1,1.0
c132,c92,1,1.0
c132,c57,1,1.0
c132,c183,5,1.0
c132,c201,5,1.0
c132,c66,1,1.0
c132,c75,1,1.0
c132,c84,1,1.0
c132,c93,1,1.0
c132,c58,1,1.0
c132,c184,5,1.0
c132,c202,5,1.0
c132,c67,1,1.0
c132,c76,1,1.0
c132,c85,1,1.0
c132,c94,1,1.0
c132,c59,1,1.0
c132,c185,5,1.0
c132,c203,5,1.0
c132,c68,1,1.0
c132,c77,1,1.0
c132,c86,1,1.0
c132,c95,1,1.0
c135,minobj,45,1.0
c135,c26,9,1.0
c135,c31,9,1.0
c135,c51,1,1.0
c135,c186,5,1.0
c135,c195,5,1.0
c135,c27,9,1.0
c135,c32,9,1.0
c135,c60,1,1.0
c135,c28,9,1.0
c135,c33,9,1.0
c135,c69,1,1.0
c135,c29,9,1.0
c135,c34,9,1.0
c135,c78,1,1.0
c135,c30,9,1.0
c135,c35,9,1.0
c135,c87,1,1.0
c135,c52,1,1.0
c135,c187,5,1.0
c135,c196,5,1.0
c135,c61,1,1.0
c135,c70,1,1.0
c135,c79,1,1.0
c135,c88,1,1.0
c135,c53,1,1.0
c135,c188,5,1.0
c135,c197,5,1.0
c135,c62,1,1.0
c135,c71,1,1.0
c135,c80,1,1.0
c135,c89,1,1.0
c135,c54,1,1.0
c135,c189,5,1.0
c135,c198,5,1.0
c135,c63,1,1.0
c135,c72,1,1.0
c135,c81,1,1.0
c135,c90,1,1.0
c135,c55,1,1.0
c135,c190,5,1.0
c135,c199,5,1.0
c135,c64,1,1.0
c135,c73,1,1.0
c135,c82,1,1.0
c135,c91,1,1.0
c135,c56,1,1.0
c135,c191,5,1.0
c135,c200,5,1.0
c135,c65,1,1.0
c135,c74,1,1.0
c135,c83,1,1.0
c135,c92,1,1.0
c135,c57,1,1.0
c135,c192,5,1.0
c135,c201,5,1.0
c135,c66,1,1.0
c135,c75,1,1.0
c135,c84,1,1.0
c135,c93,1,1.0
c135,c58,1,1.0
c135,c193,5,1.0
c135,c202,5,1.0
c135,c67,1,1.0
c135,c76,1,1.0
c135,c85,1,1.0
c135,c94,1,1.0
c135,c59,1,1.0
c135,c194,5,1.0
c135,c203,5,1.0
c135,c68,1,1.0
c135,c77,1,1.0
c135,c86,1,1.0
c135,c95,1,1.0
c36,minobj,81,1.0
c36,c41,9,1.0
c36,c51,9,1.0
c36,c103,9,1.0
c36,c204,9,1.0
c36,c213,1,1.0
c36,c1,9,1.0
c36,c111,9,1.0
c36,c141,1,1.0
c36,c6,9,1.0
c36,c118,9,1.0
c36,c150,1,1.0
c36,c11,9,1.0
c36,c124,9,1.0
c36,c159,1,1.0
c36,c16,9,1.0
c36,c129,9,1.0
c36,c168,1,1.0
c36,c21,9,1.0
c36,c133,9,1.0
c36,c177,1,1.0
c36,c26,9,1.0
c36,c136,9,1.0
c36,c186,1,1.0
c36,c31,9,1.0
c36,c138,9,1.0
c36,c195,1,1.0
c36,c46,9,1.0
c36,c140,9,1.0
c36,c222,1,1.0
c36,c52,9,1.0
c36,c205,9,1.0
c36,c214,1,1.0
c36,c142,1,1.0
c36,c151,1,1.0
c36,c160,1,1.0
c36,c169,1,1.0
c36,c178,1,1.0
c36,c187,1,1.0
c36,c196,1,1.0
c36,c223,1,1.0
c36,c53,9,1.0
c36,c206,9,1.0
c36,c215,1,1.0
c36,c143,1,1.0
c36,c152,1,1.0
c36,c161,1,1.0
c36,c170,1,1.0
c36,c179,1,1.0
c36,c188,1,1.0
c36,c197,1,1.0
c36,c224,1,1.0
c36,c54,9,1.0
c36,c207,9,1.0
c36,c216,1,1.0
c36,c144,1,1.0
c36,c153,1,1.0
c36,c162,1,1.0
c36,c171,1,1.0
c36,c180,1,1.0
c36,c189,1,1.0
c36,c198,1,1.0
c36,c225,1,1.0
c36,c55,9,1.0
c36,c208,9,1.0
c36,c217,1,1.0
c36,c145,1,1.0
c36,c154,1,1.0
c36,c163,1,1.0
c36,c172,1,1.0
c36,c181,1,1.0
c36,c190,1,1.0
c36,c199,1,1.0
c36,c226,1,1.0
c36,c56,9,1.0
c36,c209,9,1.0
c36,c218,1,1.0
c36,c146,1,1.0
c36,c155,1,1.0
c36,c164,1,1.0
c36,c173,1,1.0
c36,c182,1,1.0
c36,c191,1,1.0
c36,c200,1,1.0
c36,c227,1,1.0
c36,c57,9,1.0
c36,c210,9,1.0
c36,c219,1,1.0
c36,c147,1,1.0
c36,c156,1,1.0
c36,c165,1,1.0
c36,c174,1,1.0
c36,c183,1,1.0
c36,c192,1,1.0
c36,c201,1,1.0
c36,c228,1,1.0
c36,c58,9,1.0
c36,c211,9,1.0
c36,c220,1,1.0
c36,c148,1,1.0
c36,c157,1,1.0
c36,c166,1,1.0
c36,c175,1,1.0
c36,c184,1,1.0
c36,c193,1,1.0
c36,c202,1,1.0
c36,c229,1,1.0
c36,c59,9,1.0
c36,c212,9,1.0
c36,c221,1,1.0
c36,c149,1,1.0
c36,c158,1,1.0
c36,c167,1,1.0
c36,c176,1,1.0
c36,c185,1,1.0
c36,c194,1,1.0
c36,c203,1,1.0
c36,c230,1,1.0
c103,minobj,45,1.0
c103,c36,9,1.0
c103,c41,9,1.0
c103,c51,1,1.0
c103,c204,5,1.0
c103,c213,5,1.0
c103,c37,9,1.0
c103,c42,9,1.0
c103,c60,1,1.0
c103,c38,9,1.0
c103,c43,9,1.0
c103,c69,1,1.0
c103,c39,9,1.0
c103,c44,9,1.0
c103,c78,1,1.0
c103,c40,9,1.0
c103,c45,9,1.0
c103,c87,1,1.0
c103,c52,1,1.0
c103,c205,5,1.0
c103,c214,5,1.0
c103,c61,1,1.0
c103,c70,1,1.0
c103,c79,1,1.0
c103,c88,1,1.0
c103,c53,1,1.0
c103,c206,5,1.0
c103,c215,5,1.0
c103,c62,1,1.0
c103,c71,1,1.0
c103,c80,1,1.0
c103,c89,1,1.0
c103,c54,1,1.0
c103,c207,5,1.0
c103,c216,5,1.0
c103,c63,1,1.0
c103,c72,1,1.0
c103,c81,1,1.0
c103,c90,1,1.0
c103,c55,1,1.0
c103,c208,5,1.0
c103,c217,5,1.0
c103,c64,1,1.0
c103,c73,1,1.0
c103,c82,1,1.0
c103,c91,1,1.0
c103,c56,1,1.0
c103,c209,5,1.0
c103,c218,5,1.0
c103,c65,1,1.0
c103,c74,1,1.0
c103,c83,1,1.0
c103,c92,1,1.0
c103,c57,1,1.0
c103,c210,5,1.0
c103,c219,5,1.0
c103,c66,1,1.0
c103,c75,1,1.0
c103,c84,1,1.0
c103,c93,1,1.0
c103,c58,1,1.0
c103,c211,5,1.0
c103,c220,5,1.0
c103,c67,1,1.0
c103,c76,1,1.0
c103,c85,1,1.0
c103,c94,1,1.0
c103,c59,1,1.0
c103,c212,5,1.0
c103,c221,5,1.0
c103,c68,1,1.0
c103,c77,1,1.0
c103,c86,1,1.0
c103,c95,1,1.0
c204,minobj,45,1.0
c204,c36,9,1.0
c204,c41,1,1.0
c204,c51,9,1.0
c204,c103,5,1.0
c204,c213,5,1.0
c204,c1,1,1.0
c204,c111,5,1.0
c204,c141,5,1.0
c204,c6,1,1.0
c204,c118,5,1.0
c204,c150,5,1.0
c204,c11,1,1.0
c204,c124,5,1.0
c204,c159,5,1.0
c204,c16,1,1.0
c204,c129,5,1.0
c204,c168,5,1.0
c204,c21,1,1.0
c204,c133,5,1.0
c204,c177,5,1.0
c204,c26,1,1.0
c204,c136,5,1.0
c204,c186,5,1.0
c204,c31,1,1.0
c204,c138,5,1.0
c204,c195,5,1.0
c204,c46,1,1.0
c204,c140,5,1.0
c204,c222,5,1.0
c204,c37,9,1.0
c204,c42,1,1.0
c204,c60,9,1.0
c204,c2,1,1.0
c204,c7,1,1.0
c204,c12,1,1.0
c204,c17,1,1.0
c204,c22,1,1.0
c204,c27,1,1.0
c204,c32,1,1.0
c204,c47,1,1.0
c204,c38,9,1.0
c204,c43,1,1.0
c204,c69,9,1.0
c204,c3,1,1.0
c204,c8,1,1.0
c204,c13,1,1.0
c204,c18,1,1.0
c204,c23,1,1.0
c204,c28,1,1.0
c204,c33,1,1.0
c204,c48,1,1.0
c204,c39,9,1.0
c204,c44,1,1.0
c204,c78,9,1.0
c204,c4,1,1.0
c204,c9,1,1.0
c204,c14,1,1.0
c204,c19,1,1.0
c204,c24,1,1.0
c204,c29,1,1.0
c204,c34,1,1.0
c204,c49,1,1.0
c204,c40,9,1.0
c204,c45,1,1.0
c204,c87,9,1.0
c204,c5,1,1.0
c204,c10,1,1.0
c204,c15,1,1.0
c204,c20,1,1.0
c204,c25,1,1.0
c204,c30,1,1.0
c204,c35,1,1.0
c204,c50,1,1.0
c111,minobj,45,1.0
c111,c1,9,1.0
c111,c36,9,1.0
c111,c51,1,1.0
c111,c141,5,1.0
c111,c204,5,1.0
c111,c2,9,1.0
c111,c37,9,1.0
c111,c60,1,1.0
c111,c3,9,1.0
c111,c38,9,1.0
c111,c69,1,1.0
c111,c4,9,1.0
c111,c39,9,1.0
c111,c78,1,1.0
c111,c5,9,1.0
c111,c40,9,1.0
c111,c87,1,1.0
c111,c52,1,1.0
c111,c142,5,1.0
c111,c205,5,1.0
c111,c61,1,1.0
c111,c70,1,1.0
c111,c79,1,1.0
c111,c88,1,1.0
c111,c53,1,1.0
c111,c143,5,1.0
c111,c206,5,1.0
c111,c62,1,1.0
c111,c71,1,1.0
c111,c80,1,1.0
c111,c89,1,1.0
c111,c54,1,1.0
c111,c144,5,1.0
c111,c207,5,1.0
c111,c63,1,1.0
c111,c72,1,1.0
c111,c81,1,1.0
c111,c90,1,1.0
c111,c55,1,1.0
c111,c145,5,1.0
c111,c208,5,1.0
c111,c64,1,1.0
c111,c73,1,1.0
c111,c82,1,1.0
c111,c91,1,1.0
c111,c56,1,1.0
c111,c146,5,1.0
c111,c209,5,1.0
c111,c65,1,1.0
c111,c74,1,1.0
c111,c83,1,1.0
c111,c92,1,1.0
c111,c57,1,1.0
c111,c147,5,1.0
c111,c210,5,1.0
c111,c66,1,1.0
c111,c75,1,1.0
c111,c84,1,1.0
c111,c93,1,1.0
c111,c58,1,1.0
c111,c148,5,1.0
c111,c211,5,1.0
c111,c67,1,1.0
c111,c76,1,1.0
c111,c85,1,1.0
c111,c94,1,1.0
c111,c59,1,1.0
c111,c149,5,1.0
c111,c212,5,1.0
c111,c68,1,1.0
c111,c77,1,1.0
c111,c86,1,1.0
c111,c95,1,1.0
c118,minobj,45,1.0
c118,c6,9,1.0
c118,c36,9,1.0
c118,c51,1,1.0
c118,c150,5,1.0
c118,c204,5,1.0
c118,c7,9,1.0
c118,c37,9,1.0
c118,c60,1,1.0
c118,c8,9,1.0
c118,c38,9,1.0
c118,c69,1,1.0
c118,c9,9,1.0
c118,c39,9,1.0
c118,c78,1,1.0
c118,c10,9,1.0
c118,c40,9,1.0
c118,c87,1,1.0
c118,c52,1,1.0
c118,c151,5,1.0
c118,c205,5,1.0
c118,c61,1,1.0
c118,c70,1,1.0
c118,c79,1,1.0
c118,c88,1,1.0
c118,c53,1,1.0
c118,c152,5,1.0
c118,c206,5,1.0
c118,c62,1,1.0
c118,c71,1,1.0
c118,c80,1,1.0
c118,c89,1,1.0
c118,c54,1,1.0
c118,c153,5,1.0
c118,c207,5,1.0
c118,c63,1,1.0
c118,c72,1,1.0
c118,c81,1,1.0
c118,c90,1,1.0
c118,c55,1,1.0
c118,c154,5,1.0
c118,c208,5,1.0
c118,c64,1,1.0
c118,c73,1,1.0
c118,c82,1,1.0
c118,c91,1,1.0
c118,c56,1,1.0
c118,c155,5,1.0
c118,c209,5,1.0
c118,c65,1,1.0
c118,c74,1,1.0
c118,c83,1,1.0
c118,c92,1,1.0
c118,c57,1,1.0
c118,c156,5,1.0
c118,c210,5,1.0
c118,c66,1,1.0
c118,c75,1,1.0
c118,c84,1,1.0
c118,c93,1,1.0
c118,c58,1,1.0
c118,c157,5,1.0
c118,c211,5,1.0
c118,c67,1,1.0
c118,c76,1,1.0
c118,c85,1,1.0
c118,c94,1,1.0
c118,c59,1,1.0
c118,c158,5,1.0
c118,c212,5,1.0
c118,c68,1,1.0
c118,c77,1,1.0
c118,c86,1,1.0
c118,c95,1,1.0
c124,minobj,45,1.0
c124,c11,9,1.0
c124,c36,9,1.0
c124,c51,1,1.0
c124,c159,5,1.0
c124,c204,5,1.0
c124,c12,9,1.0
c124,c37,9,1.0
c124,c60,1,1.0
c124,c13,9,1.0
c124,c38,9,1.0
c124,c69,1,1.0
c124,c14,9,1.0
c124,c39,9,1.0
c124,c78,1,1.0
c124,c15,9,1.0
c124,c40,9,1.0
c124,c87,1,1.0
c124,c52,1,1.0
c124,c160,5,1.0
c124,c205,5,1.0
c124,c61,1,1.0
c124,c70,1,1.0
c124,c79,1,1.0
c124,c88,1,1.0
c124,c53,1,1.0
c124,c161,5,1.0
c124,c206,5,1.0
c124,c62,1,1.0
c124,c71,1,1.0
c124,c80,1,1.0
c124,c89,1,1.0
c124,c54,1,1.0
c124,c162,5,1.0
c124,c207,5,1.0
c124,c63,1,1.0
c124,c72,1,1.0
c124,c81,1,1.0
c124,c90,1,1.0
c124,c55,1,1.0
c124,c163,5,1.0
c124,c208,5,1.0
c124,c64,1,1.0
c124,c73,1,1.0
c124,c82,1,1.0
c124,c91,1,1.0
c124,c56,1,1.0
c124,c164,5,1.0
c124,c209,5,1.0
c124,c65,1,1.0
c124,c74,1,1.0
c124,c83,1,1.0
c124,c92,1,1.0
c124,c57,1,1.0
c124,c165,5,1.0
c124,c210,5,1.0
c124,c66,1,1.0
c124,c75,1,1.0
c124,c84,1,1.0
c124,c93,1,1.0
c124,c58,1,1.0
c124,c166,5,1.0
c124,c211,5,1.0
c124,c67,1,1.0
c124,c76,1,1.0
c124,c85,1,1.0
c124,c94,1,1.0
c124,c59,1,1.0
c124,c167,5,1.0
c124,c212,5,1.0
c124,c68,1,1.0
c124,c77,1,1.0
c124,c86,1,1.0
c124,c95,1,1.0
c129,minobj,45,1.0
c129,c16,9,1.0
c129,c36,9,1.0
c129,c51,1,1.0
c129,c168,5,1.0
c129,c204,5,1.0
c129,c17,9,1.0
c129,c37,9,1.0
c129,c60,1,1.0
c129,c18,9,1.0
c129,c38,9,1.0
c129,c69,1,1.0
c129,c19,9,1.0
c129,c39,9,1.0
c129,c78,1,1.0
c129,c20,9,1.0
c129,c40,9,1.0
c129,c87,1,1.0
c129,c52,1,1.0
c129,c169,5,1.0
c129,c205,5,1.0
c129,c61,1,1.0
c129,c70,1,1.0
c129,c79,1,1.0
c129,c88,1,1.0
c129,c53,1,1.0
c129,c170,5,1.0
c129,c206,5,1.0
c129,c62,1,1.0
c129,c71,1,1.0
c129,c80,1,1.0
c129,c89,1,1.0
c129,c54,1,1.0
c129,c171,5,1.0
c129,c207,5,1.0
c129,c63,1,1.0
c129,c72,1,1.0
c129,c81,1,1.0
c129,c90,1,1.0
c129,c55,1,1.0
c129,c172,5,1.0
c129,c208,5,1.0
c129,c64,1,1.0
c129,c73,1,1.0
c129,c82,1,1.0
c129,c91,1,1.0
c129,c56,1,1.0
c129,c173,5,1.0
c129,c209,5,1.0
c129,c65,1,1.0
c129,c74,1,1.0
c129,c83,1,1.0
c129,c92,1,1.0
c129,c57,1,1.0
c129,c174,5,1.0
c129,c210,5,1.0
c129,c66,1,1.0
c129,c75,1,1.0
c129,c84,1,1.0
c129,c93,1,1.0
c129,c58,1,1.0
c129,c175,5,1.0
c129,c211,5,1.0
c129,c67,1,1.0
c129,c76,1,1.0
c129,c85,1,1.0
c129,c94,1,1.0
c129,c59,1,1.0
c129,c176,5,1.0
c129,c212,5,1.0
c129,c68,1,1.0
c129,c77,1,1.0
c129,c86,1,1.0
c129,c95,1,1.0
c133,minobj,45,1.0
c133,c21,9,1.0
c133,c36,9,1.0
c133,c51,1,1.0
c133,c177,5,1.0
c133,c204,5,1.0
c133,c22,9,1.0
c133,c37,9,1.0
c133,c60,1,1.0
c133,c23,9,1.0
c133,c38,9,1.0
c133,c69,1,1.0
c133,c24,9,1.0
c133,c39,9,1.0
c133,c78,1,1.0
c133,c25,9,1.0
c133,c40,9,1.0
c133,c87,1,1.0
c133,c52,1,1.0
c133,c178,5,1.0
c133,c205,5,1.0
c133,c61,1,1.0
c133,c70,1,1.0
c133,c79,1,1.0
c133,c88,1,1.0
c133,c53,1,1.0
c133,c179,5,1.0
c133,c206,5,1.0
c133,c62,1,1.0
c133,c71,1,1.0
c133,c80,1,1.0
c133,c89,1,1.0
c133,c54,1,1.0
c133,c180,5,1.0
c133,c207,5,1.0
c133,c63,1,1.0
c133,c72,1,1.0
c133,c81,1,1.0
c133,c90,1,1.0
c133,c55,1,1.0
c133,c181,5,1.0
c133,c208,5,1.0
c133,c64,1,1.0
c133,c73,1,1.0
c133,c82,1,1.0
c133,c91,1,1.0
c133,c56,1,1.0
c133,c182,5,1.0
c133,c209,5,1.0
c133,c65,1,1.0
c133,c74,1,1.0
c133,c83,1,1.0
c133,c92,1,1.0
c133,c57,1,1.0
c133,c183,5,1.0
c133,c210,5,1.0
c133,c66,1,1.0
c133,c75,1,1.0
c133,c84,1,1.0
c133,c93,1,1.0
c133,c58,1,1.0
c133,c184,5,1.0
c133,c211,5,1.0
c133,c67,1,1.0
c133,c76,1,1.0
c133,c85,1,1.0
c133,c94,1,1.0
c133,c59,1,1.0
c133,c185,5,1.0
c133,c212,5,1.0
c133,c68,1,1.0
c133,c77,1,1.0
c133,c86,1,1.0
c133,c95,1,1.0
c136,minobj,45,1.0
c136,c26,9,1.0
c136,c36,9,1.0
c136,c51,1,1.0
c136,c186,5,1.0
c136,c204,5,1.0
c136,c27,9,1.0
c136,c37,9,1.0
c136,c60,1,1.0
c136,c28,9,1.0
c136,c38,9,1.0
c136,c69,1,1.0
c136,c29,9,1.0
c136,c39,9,1.0
c136,c78,1,1.0
c136,c30,9,1.0
c136,c40,9,1.0
c136,c87,1,1.0
c136,c52,1,1.0
c136,c187,5,1.0
c136,c205,5,1.0
c136,c61,1,1.0
c136,c70,1,1.0
c136,c79,1,1.0
c136,c88,1,1.0
c136,c53,1,1.0
c136,c188,5,1.0
c136,c206,5,1.0
c136,c62,1,1.0
c136,c71,1,1.0
c136,c80,1,1.0
c136,c89,1,1.0
c136,c54,1,1.0
c136,c189,5,1.0
c136,c207,5,1.0
c136,c63,1,1.0
c136,c72,1,1.0
c136,c81,1,1.0
c136,c90,1,1.0
c136,c55,1,1.0
c136,c190,5,1.0
c136,c208,5,1.0
c136,c64,1,1.0
c136,c73,1,1.0
c136,c82,1,1.0
c136,c91,1,1.0
c136,c56,1,1.0
c136,c191,5,1.0
c136,c209,5,1.0
c136,c65,1,1.0
c136,c74,1,1.0
c136,c83,1,1.0
c136,c92,1,1.0
c136,c57,1,1.0
c136,c192,5,1.0
c136,c210,5,1.0
c136,c66,1,1.0
c136,c75,1,1.0
c136,c84,1,1.0
c136,c93,1,1.0
c136,c58,1,1.0
c136,c193,5,1.0
c136,c211,5,1.0
c136,c67,1,1.0
c136,c76,1,1.0
c136,c85,1,1.0
c136,c94,1,1.0
c136,c59,1,1.0
c136,c194,5,1.0
c136,c212,5,1.0
c136,c68,1,1.0
c136,c77,1,1.0
c136,c86,1,1.0
c136,c95,1,1.0
c138,minobj,45,1.0
c138,c31,9,1.0
c138,c36,9,1.0
c138,c51,1,1.0
c138,c195,5,1.0
c138,c204,5,1.0
c138,c32,9,1.0
c138,c37,9,1.0
c138,c60,1,1.0
c138,c33,9,1.0
c138,c38,9,1.0
c138,c69,1,1.0
c138,c34,9,1.0
c138,c39,9,1.0
c138,c78,1,1.0
c138,c35,9,1.0
c138,c40,9,1.0
c138,c87,1,1.0
c138,c52,1,1.0
c138,c196,5,1.0
c138,c205,5,1.0
c138,c61,1,1.0
c138,c70,1,1.0
c138,c79,1,1.0
c138,c88,1,1.0
c138,c53,1,1.0
c138,c197,5,1.0
c138,c206,5,1.0
c138,c62,1,1.0
c138,c71,1,1.0
c138,c80,1,1.0
c138,c89,1,1.0
c138,c54,1,1.0
c138,c198,5,1.0
c138,c207,5,1.0
c138,c63,1,1.0
c138,c72,1,1.0
c138,c81,1,1.0
c138,c90,1,1.0
c138,c55,1,1.0
c138,c199,5,1.0
c138,c208,5,1.0
c138,c64,1,1.0
c138,c73,1,1.0
c138,c82,1,1.0
c138,c91,1,1.0
c138,c56,1,1.0
c138,c200,5,1.0
c138,c209,5,1.0
c138,c65,1,1.0
c138,c74,1,1.0
c138,c83,1,1.0
c138,c92,1,1.0
c138,c57,1,1.0
c138,c201,5,1.0
c138,c210,5,1.0
c138,c66,1,1.0
c138,c75,1,1.0
c138,c84,1,1.0
c138,c93,1,1.0
